"GEOID","GeoName","County","AH002_2018","AH003_2018","AH004_2018","AH005_2018","AH006_2018","AH007_2018","AH008_2018","AH009_2018","AH010_2018","BD009_2018","BD010_2018","BD011_2018","BD012_2018","BD013_2018","BD014_2018","BD016_2018","BD017_2018","BD018_2018","BD019_2018","BD020_2018","BD021_2018","FO001_2013","FO001_2014","FO001_2015","FO001_2016","FO001_2017","FO001_2018","HH002_2018","HH003_2018","HH004_2018","HH005_2018","HT003_2018","HT006_2018","HT004_2018","HT007_2018","HT005_2018","HT008_2018","HC001_2018","HC002_2018","HC003_2018","HC004_2018","HC005_2018","HC006_2018","HC007_2018","HC008_2018","HC009_2018","HC010_2018","HC011_2018","HC012_2018","HC013_2018","HC014_2018","HC015_2018","HC016_2018","HC017_2018","HC018_2018","HC019_2018","HC020_2018","HV018_2013","HV018_2018","HV019_2013","HV019_2018","HV020_2013","HV020_2018","HV018_2000","HV019_2000","HV020_2000","RE001_2018","RE002_2018","RE003_2018","RE004_2018","RE005_2018","RH001_2018","RH002_2018","RH003_2018","UN002_2018","UN003_2018","UN004_2018","UN005_2018","PH001_2018","PH001_change","PH002_2018","PH002_change","PH003_2018","PH003_change","PH004_2018","PH004_change","PH005_2018","PH005_change","PH006_2018","PH006_change","RH004_2018","RH005_2018","RH006_2018","RH007_2018","RH008_2013","RH008_2018","RH009_2013","RH009_2018","RH010_2013","RH010_2018","FS001_2019","FS002_2019","FS003_2019","FS004_2019","FS005_2019","FS006_2019","FS007_2019","SS001_2019","SS002_2019","SS003_2019","SS004_2019","SS005_2019","GS001_2018","GS002_2018","GS004_2018","GS005_2018","LABEL","HP002","HP003","HP004","HP005","GMAP"
"3661973","Riverhead (hamlet)","Suffolk",185,1270,950,439,617,478,887,325,689,0,138,1026,1481,447,88,81,588,854,315,213,142,13375,16905,16633,16441,12711,9783,0.5,22.5,40.5,36.5,467,8,3180,54.5,2193,37.6,155,806,415,244,260,34,95,69,267,0,85,526,548,145,247,279,338,149,980,120,274900,251200,352700,317000,420400,397400,155600,191600,235200,55.9,18,1.4,23.5,0,35544,57772,1388,4007,1573,68.6,27,14067,697,5373,448,2.53,-0.1,60.2,-4,3.18,-0.01,33.4,3.1,745,908,1589,1221,549,766,1148,1191,1471,1471,NA,NA,NA,NA,NA,NA,NA,582,199,288,0,1069,59.2,40.8,81.4,59.3,NA,NA,NA,NA,NA,NA
"3663264","Rockville Centre","Nassau",209,176,159,342,549,1072,2128,1087,4024,96,635,570,2494,2177,626,455,936,1139,176,100,54,7786,10899,11766,8916,3510,3579,0.7,24.8,42.5,32,288,3,6598,67.7,2860,29.3,145,1122,451,90,46,217,272,127,430,8,68,414,248,73,256,182,374,293,4024,762,490300,445400,658500,627200,810300,821000,396900,518100,669500,79.4,5.9,2.6,11.1,0,39135,114483,1627,5923,3777,60.8,38.8,24442,394,9458,310,2.56,-0.04,65.9,-1.6,3.26,-0.01,31.2,1.8,1214,1594,1695,1806,768,1178,1277,1597,1780,1916,50,577,0,158,0,0,784,328,0,164,0,492,69.8,30.2,50.3,64.6,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","8, 1, 1, 0, 1, 4, 3, 4, 5, 7, 4, 4, 3","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 8, 0, 0, 0, 0, 0, 0, 165, 27, 10, 0, 0","1d48419.7658941619!2d-73.67315833320403!3d40.66878266258623!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c27b469361882f%3A0xd3a94406928fe9f!2sRockville%20Centre%2C%20NY!5e0!3m2!1sen!2sus!4v1599089080871!5m2!1sen!2sus"
"3663319","Rocky Point","Suffolk",55,183,455,498,1029,1097,862,415,557,0,188,698,1799,858,221,68,145,307,99,108,0,13375,16905,16633,16441,12711,9783,0.2,32.9,47.8,19,660,12.8,3764,73.1,727,14.1,0,249,5,5,127,75,53,40,106,0,68,367,368,166,201,304,257,355,1562,323,257200,224000,327000,297600,403900,369500,165100,199200,245700,85.8,1.2,0.6,8.3,0.2,56789,95422,1504,4575,571,88.8,11.1,12902,-1160,4491,-231,2.86,-0.11,72.5,-5.1,3.41,0.02,22.6,3.2,NA,1054,1633,2130,1100,1065,1372,1322,1750,1595,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,83.8,16.2,70.3,55.5,NA,NA,NA,NA,NA,"1d48225.46925733998!2d-72.9697357816385!3d40.93565459406519!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e8428d45e8ab85%3A0x2a7e9694af265950!2sRocky%20Point%2C%20NY!5e0!3m2!1sen!2sus!4v1599089093367!5m2!1sen!2sus"
"3663473","Ronkonkoma","Suffolk",10,151,288,596,2518,1484,505,338,506,11,178,592,2413,1176,414,107,565,360,188,50,5,13375,16905,16633,16441,12711,9783,0.6,30.9,47.5,21,337,5.3,4784,74.8,1275,19.9,38,358,166,65,96,117,188,6,195,18,24,532,227,124,250,334,354,290,2429,354,325300,289000,379300,339800,436800,385800,204600,240000,277300,74.9,3,6.9,11.2,0.5,53588,100757,1579,5016,1348,78.4,21,18302,-1321,6059,-340,3.01,-0.05,73.9,-4.4,3.54,0.1,20.5,4.8,1263,1600,1693,1645,1361,1193,1509,1513,1751,1777,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,79,21,69.1,52.1,NA,NA,NA,NA,NA,"1d96637.7182623298!2d-73.19786358536146!3d40.80756065971164!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e8378d58ee7833%3A0xb65db3355d4cc0ef!2sRonkonkoma%2C%20NY!5e0!3m2!1sen!2sus!4v1599089113952!5m2!1sen!2sus"
"3663506","Roosevelt","Nassau",41,59,286,58,246,510,1414,670,1327,6,35,375,1587,788,336,36,155,200,532,156,86,7786,10899,11766,8916,3510,3579,2.6,26.1,44.6,26.7,319,6.9,3127,67.8,1165,25.3,52,192,273,129,31,166,51,24,162,20,8,415,284,82,154,379,229,222,1229,226,277300,245400,334300,293400,397200,366600,192300,224100,254500,1.4,57.5,0.4,39.6,0.2,42383,77113,1848,4015,586,87.1,12.7,16229,14,4292,99,3.75,-0.09,79.9,0.1,4.14,0.04,17.7,3.9,NA,487,1537,1959,990,983,1507,1563,1973,1983,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,72.9,27.1,79.8,66.3,NA,NA,NA,NA,NA,"1d24206.43605961924!2d-73.6025616260851!3d40.67827617388203!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c27c406ef0df01%3A0x4976fe11c6bb70!2sRoosevelt%2C%20NY!5e0!3m2!1sen!2sus!4v1599089124799!5m2!1sen!2sus"
"3663770","Roslyn","Nassau",0,226,152,46,91,145,476,148,148,20,200,263,98,194,137,30,167,122,59,0,20,7786,10899,11766,8916,3510,3579,0,24.7,43.8,31.5,122,8.5,912,63.7,398,27.8,0,84,31,0,5,78,17,27,141,20,40,79,161,57,60,40,52,0,419,100,239600,189300,450800,396200,934600,944600,553500,713400,958000,76.8,0.6,13.2,7.7,0,77500,105000,2524,607,815,42.4,57,2852,68,1310,153,1.98,-0.19,48.6,-5.5,2.84,-0.16,45.9,6.5,2200,2511,2643,1841,1762,2059,2159,2422,2159,2785,0,1,0,0,0,0,1,0,0,0,0,0,69.6,30.4,64.2,57.1,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","0, 36, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 11","0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 20, 17, 0, 22, 0","1d24162.48237784774!2d-73.66600857590977!3d40.79917461394778!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c28626961c36f7%3A0x19fe673390d12325!2sRoslyn%2C%20NY!5e0!3m2!1sen!2sus!4v1599089147888!5m2!1sen!2sus"
"3663792","Roslyn Estates","Nassau",0,39,0,12,33,49,204,28,78,0,0,7,93,165,131,0,0,0,0,13,0,7786,10899,11766,8916,3510,3579,0,21.5,42.5,35.9,34,7.7,396,89.4,13,2.9,0,0,0,0,0,0,0,0,9,0,0,27,16,0,0,36,3,27,248,42,908400,882200,1078800,1146500,1078800,1651800,855200,1085200,1392300,89.5,0.3,9.8,0.3,0,-666666666,250001,-666666666,443,0,100,0,1188,-48,409,26,2.9,-0.33,86.3,-4,3.15,-0.23,12.2,4.9,NA,NA,NA,NA,1888,NA,2158,NA,2159,NA,0,0,0,0,0,0,0,67,0,0,0,67,96.8,3.2,71.4,0,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","1, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d12082.24973261952!2d-73.66982375910112!3d40.79363291413143!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c2888434e4f6d1%3A0xe7c32d8b9b828c6b!2sRoslyn%20Estates%2C%20NY!5e0!3m2!1sen!2sus!4v1599089157119!5m2!1sen!2sus"
"3663803","Roslyn Harbor","Nassau",8,18,0,30,38,80,114,25,55,2,3,7,67,88,147,0,0,6,2,2,2,7786,10899,11766,8916,3510,3579,0,13.2,48.5,38.3,42,11.4,314,85.3,12,3.3,0,2,0,0,0,0,0,0,6,0,7,26,2,0,0,23,7,15,173,59,877300,777100,1078800,1081200,1078800,1591700,1427000,2037300,2690200,84.4,0.6,9.9,3.3,0,-666666666,208750,-666666666,349,8,94.8,2.1,936,-136,326,-63,2.87,0.11,83.1,-1.5,3.21,0.15,15.6,0.2,NA,NA,NA,NA,1659,NA,1861,NA,2064,NA,0,0,0,0,0,0,0,0,0,0,0,0,96.3,3.7,78.3,25,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","0, 0, 1, 4, 0, 2, 0, 6, 6, 3, 1, 1, 1","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d24156.069310308725!2d-73.65280432588418!3d40.81678960520521!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c2860dd0dd035b%3A0x524a96ea14210dd2!2sRoslyn%20Harbor%2C%20NY!5e0!3m2!1sen!2sus!4v1599089167590!5m2!1sen!2sus"
"3664232","Russell Gardens","Nassau",2,0,0,2,14,21,91,59,150,5,9,10,58,112,69,2,39,17,3,0,0,7786,10899,11766,8916,3510,3579,0,19.4,50,30.6,15,4.4,263,77.6,61,18,0,9,19,2,0,8,10,0,18,0,0,8,19,4,10,8,9,11,168,29,845800,802700,1068900,1093800,1078800,1399000,762100,941600,1143100,70.2,0,23.8,4.2,0,67083,180625,2000,245,93,72.3,27.5,932,101,324,6,2.82,0.24,81.2,5.4,3.18,0.19,16.4,-5.3,NA,2025,2528,NA,1016,1188,1461,1773,1900,2346,0,0,0,0,0,0,0,0,0,0,0,0,81.2,18.8,49.5,41.1,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d12084.605093082308!2d-73.73363775910582!3d40.78068836732046!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c28995f371cae5%3A0xc6abcad355703c07!2sRussell%20Gardens%2C%20NY%2011021!5e0!3m2!1sen!2sus!4v1599089178184!5m2!1sen!2sus"
"3664430","Saddle Rock","Nassau",20,32,7,7,5,20,156,12,15,0,0,22,28,54,115,0,0,0,6,3,8,7786,10899,11766,8916,3510,3579,0,16.5,33.9,49.6,38,13.9,219,79.9,17,6.2,0,8,0,0,0,0,0,0,4,0,0,23,14,0,0,13,9,13,105,42,1078800,1053400,1078800,1369800,1078800,1707100,884700,1146400,1424700,89.3,2.5,6.5,0.8,0,-666666666,166875,-666666666,274,0,100,0,758,-301,236,-75,3.21,-0.2,80.9,-2.1,3.52,-0.28,12.3,-3.1,NA,NA,NA,NA,948,NA,2159,NA,2159,NA,0,0,0,0,0,0,0,0,0,0,0,0,92.8,7.2,95.8,66.7,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","1, 3, 1, 2, 2, 1, 6, 4, 5, 11, 1, 4, 2","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d12082.035019166067!2d-73.75725025910072!3d40.79481276384071!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c28a29bf85c7bf%3A0x915506a7dcbdfa85!2sSaddle%20Rock%2C%20NY!5e0!3m2!1sen!2sus!4v1599089194622!5m2!1sen!2sus"
"3664452","Sagaponack","Suffolk",1,54,192,141,91,82,4,8,206,0,4,8,14,44,22,0,0,0,8,5,2,13375,16905,16633,16441,12711,9783,0,15.9,41.1,43,672,86.3,92,11.8,15,1.9,0,0,8,0,0,0,0,0,6,0,0,4,4,0,4,8,2,0,54,16,1078800,1875000,1078800,2000001,1078800,2000001,567200,890400,1458200,99.2,0,0,0.8,0,-666666666,197679,-666666666,770,9,98.8,1.1,260,4,107,-9,2.43,0.22,77.6,17.3,2.76,-0.18,21.5,-14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,86,14,75.2,0,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","5, 3, 4, 8, 5, 6, 2, 2, 4, 4, 2","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d48229.81305559652!2d-72.30542283167354!3d40.92970395006298!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e8be8404a7b983%3A0x47e80fb7283a188a!2sSagaponack%2C%20NY!5e0!3m2!1sen!2sus!4v1599089213847!5m2!1sen!2sus"
"3664485","Sag Harbor","Suffolk",64,164,245,230,288,152,126,83,608,0,28,157,311,176,48,22,72,84,74,16,5,13375,16905,16633,16441,12711,9783,3.4,15.1,40.3,41.2,967,49.3,720,36.7,273,13.9,0,104,63,28,0,42,8,0,46,0,0,98,81,31,39,19,69,42,269,128,669400,859300,1000100,1188900,1078800,1950000,639000,920300,1263500,80.1,3.2,2.7,12.6,0,42321,85117,1868,1695,265,86.5,13.5,2184,241,993,130,2.16,-0.09,49.4,-15.8,2.96,0.33,37.6,12.9,NA,NA,2023,3250,1330,1507,1670,1771,2006,2172,0,4,0,0,0,0,4,0,0,0,0,0,72.5,27.5,81.9,78.8,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","7, 5, 7, 5, 4, 7, 14, 18, 10, 12, 14, 8, 17","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0","1d48179.93540686762!2d-72.32588383127137!3d40.99798938120856!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e8bd23cca70ca7%3A0xd8ff0f5b96c0899d!2sSag%20Harbor%2C%20NY%2011963!5e0!3m2!1sen!2sus!4v1599089204193!5m2!1sen!2sus"
"3664584","St. James","Suffolk",148,232,371,367,1019,1380,923,97,479,0,237,583,1787,1310,372,20,119,71,154,19,15,13375,16905,16633,16441,12711,9783,0,18.8,47.3,33.9,329,6.6,4289,85.5,398,7.9,0,102,67,24,26,77,13,0,85,29,53,558,210,82,197,363,231,207,2070,399,381100,359600,476100,447800,629900,592100,273800,332900,416000,86.9,0.3,5.2,6.4,0,53400,109493,1775,4533,483,90.4,9.7,13155,142,4687,230,2.71,-0.09,70.6,-5.9,3.3,0.02,25.5,5.8,NA,1319,1673,2448,1094,1131,1254,1663,1749,2068,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,91.5,8.5,74.2,66.6,NA,NA,NA,NA,NA,"1d48264.68344449855!2d-73.18888188195456!3d40.88190854821973!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e8391222117a03%3A0x3691fb7eda9fc6f9!2sSt%20James%2C%20NY!5e0!3m2!1sen!2sus!4v1599089715730!5m2!1sen!2sus"
"3664842","Salisbury","Nassau",36,33,55,75,42,345,2743,496,80,0,9,209,1488,1453,340,29,111,21,98,50,0,7786,10899,11766,8916,3510,3579,0,19.4,45.6,35,97,2.5,3499,89.6,309,7.9,20,115,62,0,9,5,17,5,40,0,24,390,183,75,105,178,168,249,1857,346,384400,376500,468500,451700,569300,560800,263900,310600,387900,66.2,0.9,14.6,17.1,0,34213,118774,1351,3756,149,96.2,3.7,11753,-559,3808,-94,3.08,-0.07,82.7,0.3,3.43,-0.06,15.2,1.3,NA,675,NA,2528,372,537,1303,1164,2143,2306,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,91.9,8.1,67.7,63.5,NA,NA,NA,NA,NA,"1d24182.09439333077!2d-73.57881222598803!3d40.745266640687106!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c2874d1394b43f%3A0x7158271d9552dc0!2sSalisbury%2C%20NY%2011590!5e0!3m2!1sen!2sus!4v1599089276959!5m2!1sen!2sus"
"3664881","Saltaire","Suffolk",4,10,12,68,85,94,41,34,83,0,0,0,0,0,2,0,0,0,0,2,0,13375,16905,16633,16441,12711,9783,0,0,50,50,427,99.1,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,691100,-666666666,1078800,-666666666,1078800,-666666666,510400,583300,656200,100,0,0,0,0,-666666666,-666666666,-666666666,415,16,96.3,3.7,8,-54,4,-25,2,-0.14,50,1.7,3,-0.36,50,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,50,50,-1333333232,-1333333332,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","5, 0, 2, 0, 0, 1, 0, 1, 1, 1, 2, 2, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d12110.398399114529!2d-73.203602709157!3d40.63871135224771!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e83361d073e1b5%3A0x4f26a260269c752f!2sSaltaire%2C%20NY%2011706!5e0!3m2!1sen!2sus!4v1599089261703!5m2!1sen!2sus"
"3665035","Sands Point","Nassau",34,43,75,75,108,142,329,20,197,5,0,12,130,256,476,0,0,26,17,5,20,7786,10899,11766,8916,3510,3579,0,19,48.9,32.1,76,7.4,879,85.9,68,6.6,0,9,0,0,0,0,0,7,0,22,6,23,20,0,0,43,0,20,577,195,1078800,1667700,1078800,2000001,1078800,2000001,1198500,1458200,1458200,83.5,1.8,8.8,5.1,0,107941,250001,3167,979,39,95.7,3.8,2857,164,947,54,2.97,-0.01,85.9,-1,3.22,-0.01,10.3,-2.1,NA,NA,3190,NA,1466,2396,1585,2667,2159,2893,0,0,0,1,0,0,1,13,0,0,0,13,92.8,7.2,64.5,100,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","9, 3, 1, 2, 3, 5, 4, 4, 11, 5, 8, 6, 5","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d96571.25373369745!2d-73.77190158426959!3d40.85318011540102!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c28edfb0c3987d%3A0x3d64ae73ef6a170e!2sSands%20Point%2C%20NY%2011050!5e0!3m2!1sen!2sus!4v1599089288159!5m2!1sen!2sus"
"3665409","Sayville","Suffolk",77,245,415,613,734,1474,955,273,1117,0,82,471,1891,1412,358,79,618,496,109,18,13,13375,16905,16633,16441,12711,9783,0.6,21.8,47.2,30.5,356,6,4214,71.4,1333,22.6,0,359,127,33,80,151,119,59,311,8,31,329,272,125,176,266,191,203,2368,396,370100,352900,463800,435400,605800,544700,244100,303200,386300,90.4,0.8,2.5,4.5,0,63036,110055,1818,4565,1338,77.4,22.7,16007,-171,5547,-188,2.79,0.06,74.2,3.1,3.28,-0.03,21,-2.8,1880,1679,2116,1638,1391,1404,1623,1702,1895,1957,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,76,24,62,55,NA,NA,NA,NA,NA,"1d48364.50581746854!2d-73.12126378275894!3d40.74483068616513!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e849fe7197a6e7%3A0x39a2eb7fcd6877f9!2sSayville%2C%20NY!5e0!3m2!1sen!2sus!4v1599089298567!5m2!1sen!2sus"
"3666047","Sea Cliff","Nassau",0,0,9,31,94,150,240,129,1359,8,25,250,545,353,185,19,193,292,24,15,0,7786,10899,11766,8916,3510,3579,1.6,14.7,52.9,30.8,103,5.1,1366,67.9,543,27,10,141,8,8,10,56,13,26,216,9,0,122,98,65,15,56,53,80,722,220,544500,542800,690900,677400,863700,878700,392700,537900,706600,87.2,1.4,0.4,9.1,0,75721,120590,2151,1553,459,77.1,22.8,5051,61,1909,-57,2.61,0.1,75.1,6.8,3.06,0.07,23.3,-0.9,NA,1754,2292,2500,1258,1575,1533,1867,1889,2450,0,18,0,0,0,0,18,0,0,0,0,0,71.6,28.4,73,49.1,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","2, 0, 2, 1, 0, 0, 0, 1, 4, 0, 1, 1, 29","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d24145.090606352263!2d-73.66929752584038!3d40.846930640239805!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c2858a50931a4b%3A0xd7cc67ad1b2b7069!2sSea%20Cliff%2C%20NY!5e0!3m2!1sen!2sus!4v1599089314039!5m2!1sen!2sus"
"3666058","Seaford","Nassau",89,226,172,418,380,677,2253,287,673,7,91,292,2107,1525,478,0,124,63,305,56,35,7786,10899,11766,8916,3510,3579,0.9,24.5,44.1,30.5,92,1.8,4500,87,583,11.3,0,23,83,0,0,58,15,72,298,0,16,204,216,91,245,245,372,159,2481,530,390400,392700,471400,469700,558700,605200,288700,345600,411900,91.9,0,2.1,5.8,0,105275,127515,2034,4833,322,93.3,6.2,15113,-414,5083,-127,2.96,-0.01,79.5,1.4,3.3,-0.13,16.1,-3.7,NA,1680,1750,2228,1252,1599,1614,1810,1969,2105,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,88.5,11.5,54.5,36.5,NA,NA,NA,NA,NA,"1d48410.56589375268!2d-73.52686703312995!3d40.68145169986043!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c27f146f6f5235%3A0x5eb9b8346cf10f4e!2sSeaford%2C%20NY!5e0!3m2!1sen!2sus!4v1599089323079!5m2!1sen!2sus"
"3666212","Selden","Suffolk",20,292,465,799,1314,2329,1011,281,264,18,69,428,2526,1310,515,96,508,349,285,90,20,13375,16905,16633,16441,12711,9783,1.6,29,44,25.4,561,8.3,4866,71.8,1348,19.9,29,364,369,148,67,44,87,116,200,0,71,485,287,95,261,389,390,426,2321,241,284800,265900,339000,315200,399900,373400,188100,214100,246300,70.3,4.9,6.8,16.9,0,45074,92780,1782,5816,959,85.8,14,19770,-704,6214,-212,3.18,0,77.9,-0.1,3.56,-0.04,17.8,1.2,1680,1502,1804,2356,757,1122,1397,1655,1672,2003,NA,NA,NA,NA,NA,NA,NA,0,0,199,0,199,78.3,21.7,66.1,64.2,NA,NA,NA,NA,NA,"1d48272.199506687204!2d-73.08090033201518!3d40.87160055860166!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e846e0f3260d29%3A0x7d767bdf568e71e6!2sSelden%2C%20NY!5e0!3m2!1sen!2sus!4v1599089337486!5m2!1sen!2sus"
"3666481","Setauket-East Setauket","Suffolk",0,218,786,493,973,1769,669,115,501,10,153,359,1493,1851,579,39,66,107,132,67,9,13375,16905,16633,16441,12711,9783,0.6,19.4,51.2,28.8,659,11.9,4445,80.5,420,7.6,0,62,70,39,80,60,0,27,99,3,12,229,301,134,150,258,263,197,2577,449,394100,372600,521400,466900,707200,629100,306200,400400,537500,81.5,1.2,9.1,5.7,0.1,59821,142928,1777,4994,530,90.4,9.7,13442,-1627,4865,-319,2.75,-0.15,76.5,-3.2,3.15,-0.13,19.7,2.6,NA,1529,1625,2500,1124,1252,1292,1685,1927,2271,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,91.4,8.6,57.9,51.6,NA,NA,NA,NA,NA,"1d48230.45458247372!2d-73.1325983816787!3d40.92882505094878!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e83f65090f05e5%3A0x883c96e743c04404!2sSetauket-%20East%20Setauket%2C%20NY!5e0!3m2!1sen!2sus!4v1599089349103!5m2!1sen!2sus"
